contrast,dissimilarity,homogeneity,energy,correlation,asm,label
44.483870967741936,4.961693548387096,0.2213512430884549,0.04691563015411329,0.8211889221462473,0.0022010763527575443,gres
36.65524193548387,4.46774193548387,0.23375399574300906,0.05286815474271921,0.7930932736573021,0.0027950417859001044,gres
34.371975806451616,4.311491935483872,0.2535400646780902,0.054988048259169545,0.7539771362961747,0.0030236854513527585,gres
41.63104838709677,4.725806451612902,0.22843025399216468,0.05048883858121433,0.789426287962682,0.0025491228212799165,gres
32.729838709677416,4.181451612903226,0.25108663679953863,0.05501576168298311,0.7815012807730322,0.0030267340335587926,gres
38.01512096774194,4.581653225806452,0.21794557259594954,0.04964142037195618,0.7704853865355004,0.002464270616545266,gres
54.37096774193548,5.397177419354839,0.20274473824302075,0.041176690051411495,0.8159829950984755,0.0016955198035900104,gres
77.37903225806451,6.806451612903225,0.15164908585098674,0.03822013832687273,0.7721545452214785,0.001460778973725286,gres
15.58467741935484,2.96975806451613,0.3246651606301034,0.06852985399369756,0.7861047054197727,0.004696340888397504,gres
12.630040322580644,2.692540322580645,0.3363382977441814,0.07637710423450669,0.783868560486879,0.0058334620512487,gres
21.113911290322584,3.378024193548388,0.29138820540823346,0.056855196178240225,0.8611467527016858,0.003232513332466182,gres
53.57963709677419,5.418346774193547,0.19613846166303908,0.043737687802251284,0.7917089578863861,0.0019129853342872006,gres
26.490927419354836,3.90625,0.2527556572904678,0.05691771860279478,0.7463785669273044,0.0032396266909469305,gres
36.279233870967744,4.519153225806452,0.22525318874931355,0.050256843889169095,0.7740831528819503,0.002525750357700313,gres
26.27721774193549,3.781250000000001,0.28390368069619837,0.06325554636094322,0.8055040881524078,0.004001264145421437,gres
24.279233870967744,3.6864919354838706,0.2726684006514994,0.055690432729569084,0.8163589593766089,0.0031014242976066596,gres
63.744959677419374,5.710685483870969,0.20155453926437356,0.045194580184394956,0.7751209577543845,0.002042550078043705,gres
49.21270161290323,5.351814516129032,0.1940877020735658,0.042768555313702473,0.7988353121769658,0.0018291493236212279,gres
45.149193548387096,5.127016129032258,0.19998970011571324,0.04518333635285276,0.7938250327951768,0.002041533883975026,gres
48.05040322580645,5.189516129032259,0.20294700070026214,0.04549711329192241,0.7781928776251528,0.0020699873178980227,gres
71.03729838709678,6.486895161290325,0.15029819571386274,0.037960020935005515,0.7873272702091056,0.0014409631893860567,gres
84.29838709677418,7.108870967741934,0.14096772692721746,0.0348839848245933,0.8087503536982676,0.0012168923972424557,gres
82.12399193548389,6.982862903225809,0.1492255943754291,0.03454000342542705,0.8201566717899835,0.0011930118366285122,gres
60.35282258064515,6.088709677419355,0.16601135506031026,0.03851809107770726,0.8146442671312155,0.0014836433402705515,gres
53.92439516129033,5.307459677419356,0.22221767415748273,0.04016476172003334,0.8910332604979114,0.0016132080840270556,gres
54.0796370967742,5.72076612903226,0.17908440532285236,0.04123218011334186,0.782253733965666,0.0017000926768990638,gres
54.11592741935485,5.626008064516131,0.17543049510274178,0.041114946591800636,0.8000117435070768,0.001690438833246619,gres
43.650201612903224,5.00100806451613,0.21276697470810182,0.04722865635130032,0.778825292356621,0.0022305459807492206,gres
34.75806451612903,4.3125,0.2416301890389427,0.05146561803777747,0.7966186746304437,0.002648709840010406,gres
43.111895161290334,4.880040322580646,0.22087256280749584,0.04702920784447329,0.7700040262842028,0.002211746390478668,gres
40.75,4.832661290322581,0.2201246746183864,0.04645307422376596,0.7547511954352465,0.0021578881048387095,gres
27.278225806451612,3.7782258064516125,0.27013990623365813,0.059206092928906794,0.7855695367434734,0.0035053614399063473,gres
27.44657258064516,3.9506048387096775,0.24651134638816008,0.053341760303721585,0.7840090115026513,0.0028453433922996877,gres
27.45161290322581,3.8306451612903234,0.2738716626800327,0.05999466135631658,0.8066976288464276,0.003599359391259106,gres
31.14415322580645,4.29133064516129,0.2264104290944415,0.04835033045383244,0.8484780973484015,0.0023377544549947967,gres
37.59274193548387,4.423387096774194,0.24773305633099768,0.047260920039238076,0.8458283234237587,0.002233594562955255,gres
21.435483870967737,3.4455645161290325,0.2804098489136155,0.05956543956683979,0.8104142945109406,0.003548041590790843,gres
12.988911290322582,2.7711693548387104,0.31919959034967876,0.06935527827130024,0.8050179186100006,0.0048101546240894915,gres
28.336693548387096,4.098790322580645,0.23174175671292493,0.05179529265590777,0.7968525799356343,0.002682752341311134,gres
78.85685483870968,6.64717741935484,0.17860461285427984,0.03764415796338274,0.846265684848326,0.0014170826287721123,gres
56.07661290322579,5.64516129032258,0.18145285958841623,0.04216433947250881,0.7525322327546062,0.0017778315231529646,gres
40.86592741935484,4.954637096774194,0.19541963839696297,0.04344044642422428,0.8000705875867115,0.0018870723855359004,gres
73.19153225806453,6.399193548387098,0.17275706949056632,0.039668331391030244,0.7851918860950655,0.0015735765153485955,gres
73.52217741935483,6.495967741935483,0.17031344034161378,0.038160268610378426,0.7573485117020047,0.001456206100416233,gres
69.95060483870971,6.339717741935486,0.16756011095685622,0.03595273084703026,0.845152744433529,0.0012925988553590013,gres
81.80846774193549,6.808467741935486,0.1753472113981505,0.03647884500548837,0.7989938402376816,0.0013307061329344437,gres
62.1008064516129,5.848790322580645,0.18690797043766036,0.03900962211872852,0.8323422832767897,0.0015217506178459937,gres
78.24899193548387,6.426411290322581,0.1846468403716384,0.040698849270537,0.7868964753285722,0.0016563963319458897,gres
51.378024193548384,5.56149193548387,0.18320461148725894,0.04230269205313969,0.8059406183734256,0.0017895177549427676,gres
41.91935483870969,5.004032258064517,0.18943447429446086,0.04590845780941815,0.7492491576137077,0.0021075864984391266,gres
41.29334677419355,4.954637096774193,0.2030574654298002,0.04485603923646571,0.7836722641479816,0.002012064255983351,gres
23.453629032258064,3.558467741935484,0.2934706702523987,0.06239829784650795,0.8080995349663876,0.0038935475741415193,gres
32.5766129032258,4.282258064516129,0.23578236026126959,0.05066965871718625,0.8069919529767866,0.0025674143145161285,gres
47.72076612903227,5.214717741935485,0.20203820724828586,0.04273289998836017,0.8265829226604737,0.0018261007414151927,gres
50.240927419354854,5.446572580645162,0.2003425407280507,0.04439491408035242,0.7406327463891996,0.0019709083962018733,gres
30.856854838709683,4.163306451612904,0.23644792214069085,0.052230000740640686,0.7884472757446523,0.0027279729773673268,gres
14.44556451612903,2.889112903225806,0.3100711631804988,0.07313506327671478,0.7539719925970898,0.005348737480489074,gres
38.04435483870968,4.717741935483871,0.21982554118489742,0.04178302777431997,0.8820113765523455,0.001745821409989594,gres
27.236895161290324,3.84375,0.27019245128835634,0.05835465983228348,0.7986982561111428,0.0034052663241415193,gres
25.656250000000007,3.7288306451612914,0.2751774851420492,0.055310507534794,0.8020445407137905,0.0030592522437565043,gres
28.777217741935484,4.027217741935484,0.2450206005371879,0.05285373681015455,0.8131004812087971,0.0027935174947970863,gres
25.61491935483871,3.7076612903225814,0.27892689187040987,0.06378746782079184,0.7903444107271725,0.004068841050988554,gres
32.64616935483872,4.321572580645162,0.22978087352916676,0.051376688229121004,0.7970776525769941,0.0026395640933923005,gres
81.54334677419355,6.918346774193548,0.15830806034621553,0.037182415607879014,0.720140595431408,0.0013825320304370447,gres
56.92237903225807,5.827620967741936,0.17595408263719817,0.04023427831345788,0.7759023564741322,0.0016187971514047873,gres
53.86391129032258,5.577620967741936,0.18455770620245063,0.04414816217834312,0.7536729653478247,0.0019490602237252862,gres
81.1461693548387,6.601814516129031,0.17152618241493567,0.040076111657024634,0.7693771427176644,0.0016060947255463057,gres
48.98891129032259,5.369959677419356,0.18152213560949856,0.04001901863161131,0.8453482244131133,0.0016015218522372533,gres
36.265120967741936,4.579637096774193,0.21728530199898202,0.04791753852379085,0.8304022021290698,0.00229609049817898,gres
69.53931451612902,6.307459677419354,0.1744906719471895,0.0358607528352737,0.8419142359694641,0.0012859935939125908,gres
65.44354838709675,6.042338709677419,0.18241172481319629,0.03837271433603686,0.784120592900061,0.0014724652055150885,gres
53.45463709677419,5.448588709677419,0.20383333413422774,0.04158189759807024,0.8292909777899244,0.0017290542078563992,gres
31.62298387096774,4.100806451612903,0.25981217694151215,0.05721598720853865,0.7764757937078006,0.003273669192247658,gres
23.569556451612907,3.674395161290323,0.26940302893283,0.05188350496958779,0.8811129293188734,0.002691898087929241,gres
23.7600806451613,3.637096774193549,0.2732928559687491,0.06112729006369167,0.7724006242886375,0.003736545590530698,gres
32.32459677419356,4.34475806451613,0.22540117070334362,0.04567544660971449,0.8511089176239041,0.0020862464229968788,gres
40.76008064516129,4.782258064516128,0.21501664142628635,0.04613478597378592,0.808657119531569,0.002128418476847034,gres
31.78931451612904,4.130040322580646,0.24957534253121674,0.05437477947375953,0.787794155585192,0.0029566166428199804,gres
42.30342741935483,4.815524193548387,0.22312848558904044,0.05078984783734118,0.8155319285667275,0.0025796086433402705,gres
31.266129032258068,4.201612903225808,0.24498540052489953,0.05084483956821973,0.7763731752984014,0.0025851977107180027,gres
31.435483870967744,4.252016129032258,0.24402535678562975,0.052103382370768454,0.7722674351244548,0.0027147624544745052,gres
19.390120967741936,3.2046370967741935,0.3044524078484912,0.06708364504961369,0.7993653071129135,0.004500215433142559,gres
21.151209677419352,3.564516129032258,0.2579390785773522,0.05782548385432216,0.8072573557840506,0.0033437865829864725,gres
26.780241935483872,3.858870967741936,0.26684166386812314,0.05312222631554596,0.8110306693028538,0.0028219709287200835,gres
34.09375,4.251008064516128,0.23694711553686224,0.050914743141832225,0.8004548874114208,0.0025923110691987513,gres
46.60584677419355,4.680443548387099,0.24785408852254595,0.053165249947960715,0.7899065006534864,0.002826543802029137,gres
78.17036290322581,6.353830645161292,0.17293030945423007,0.03839257085189929,0.7908119623479405,0.0014739894966181066,gres
58.99395161290324,5.820564516129034,0.1809435947052659,0.040291066313934164,0.7816405771488665,0.0016233700247138402,gres
53.685483870967744,5.637096774193547,0.18004000595909372,0.03950789907714804,0.8184121939563838,0.0015608740894901146,gres
72.53729838709678,6.367943548387098,0.1550301617439281,0.03851809107770726,0.7812313596281046,0.001483643340270552,gres
25.102822580645167,3.7822580645161294,0.2584540081220159,0.05131236529284038,0.8463516880451349,0.0026329588319458906,gres
58.76915322580646,5.724798387096775,0.18450825363564471,0.041182859306079636,0.8204643055867304,0.00169602790062435,gres
80.97681451612904,6.708669354838711,0.17320892787155762,0.0351668619808718,0.861829180407128,0.0012367081815816863,gres
81.4334677419355,6.63709677419355,0.17194312755120814,0.037318815242767686,0.8043031332854454,0.0013926939711238295,gres
81.65120967741937,6.389112903225807,0.18564054550816733,0.039165609233996805,0.8134552866387456,0.0015339449466701357,gres
29.866935483870975,4.207661290322582,0.2414832890684222,0.049569721182033254,0.8468114489289771,0.0024571572580645165,gres
14.657258064516133,2.840725806451614,0.321902332807776,0.07050328564641997,0.7853561234313006,0.004970713286940688,gres
18.076612903225808,3.2096774193548385,0.297944432041393,0.06958201376949738,0.7582063713200967,0.004841656640218523,gres
17.108870967741936,3.201612903225806,0.2794619686797229,0.06824753119188796,0.7640893240433556,0.00465772551378772,gres
17.205645161290324,3.122983870967742,0.3005443112159845,0.07052850463593469,0.7930133324870389,0.004974269966181061,gres
23.395161290322584,3.5241935483870965,0.2878722205755869,0.05935608508070778,0.8030356568700906,0.0035231448361082206,gres
34.929435483870975,4.542338709677421,0.22813298287842038,0.04917867305504222,0.7746016548123702,0.0024185418834547358,gres
42.9233870967742,4.814516129032259,0.22743928066300934,0.0473629433904577,0.8052989989386697,0.002243248406607701,gres
47.810483870967744,5.139112903225806,0.20195593985458005,0.04561422317237406,0.7869333813128896,0.0020806573556191466,gres
36.84677419354839,4.528225806451614,0.23282007622970474,0.04885214192122351,0.8728803082852664,0.0023865317702913636,gres
27.902217741935488,3.821572580645162,0.264089090846194,0.05911161734507765,0.7687099547591221,0.003494183305150885,gres
